author,message,ID,date,datetime,channel
LeCerial,bbrank,252070848800882688,916712579429204039,2021-12-04 15:28:30.632,870997447374176267
LeCerial,reset score,252070848800882688,916712564635881492,2021-12-04 15:28:27.105,870997447374176267
LeCerial,bbrank,252070848800882688,916712551549653044,2021-12-04 15:28:23.985,870997447374176267
LeCerial,engage fed mode,252070848800882688,916712448076173332,2021-12-04 15:27:59.315,870997447374176267
LeCerial,bbrank,252070848800882688,916712404694499368,2021-12-04 15:27:48.972,870997447374176267
LeCerial,bbrank,252070848800882688,916711779000795186,2021-12-04 15:25:19.795,870997447374176267
LeCerial,reset score,252070848800882688,916711757840539710,2021-12-04 15:25:14.750,870997447374176267
LeCerial,bbrank,252070848800882688,916711669768548382,2021-12-04 15:24:53.752,870997447374176267
Truxa,bbrank,190897913314934784,916711633882071051,2021-12-04 15:24:45.196,870997447374176267
LeCerial,reset score,252070848800882688,916711617603985449,2021-12-04 15:24:41.315,870997447374176267
LeCerial,engage fed mode,252070848800882688,916711526084280331,2021-12-04 15:24:19.495,870997447374176267
LeCerial,engange fed mode,252070848800882688,916711389538701312,2021-12-04 15:23:46.940,870997447374176267
Truxa,bbrank,190897913314934784,916711342814150706,2021-12-04 15:23:35.800,870997447374176267
LeCerial,bbrank,252070848800882688,916711325265170543,2021-12-04 15:23:31.616,870997447374176267
LeCerial,bbrank,252070848800882688,916711263428571146,2021-12-04 15:23:16.873,870997447374176267
Truxa,bbrank,190897913314934784,916711254113013891,2021-12-04 15:23:14.652,870997447374176267
LeCerial,bbrank,252070848800882688,916711222383108167,2021-12-04 15:23:07.087,870997447374176267
LeCerial,bbrank,252070848800882688,916711136727019561,2021-12-04 15:22:46.665,870997447374176267
LeCerial,bbrank,252070848800882688,916711043126923274,2021-12-04 15:22:24.349,870997447374176267
LeCerial,bbrank,252070848800882688,916710834837782580,2021-12-04 15:21:34.689,870997447374176267
LeCerial,calculate lvl(levels['score'][levels['IDs'].index(message.author.id)]),252070848800882688,916710348361465916,2021-12-04 15:19:38.704,870997447374176267
LeCerial,bbrank,252070848800882688,916710205482487878,2021-12-04 15:19:04.639,870997447374176267
Truxa,bbcum,190897913314934784,916710185593102366,2021-12-04 15:18:59.897,870997447374176267
LeCerial,engage fed mode,252070848800882688,916708778685132860,2021-12-04 15:13:24.464,870997447374176267
LeCerial,engage fed mode,252070848800882688,916243113415151627,2021-12-03 08:23:01.212,870997447374176267
LeCerial,engage fed mode,252070848800882688,916097769658253383,2021-12-02 22:45:28.560,870997447374176267
LeCerial,engage fed mode,252070848800882688,916097488149172224,2021-12-02 22:44:21.443,870997447374176267
LeCerial,engage fed mode,252070848800882688,916097139300507658,2021-12-02 22:42:58.271,870997447374176267
LeCerial,engage fed mode,252070848800882688,916096684944138260,2021-12-02 22:41:09.944,870997447374176267
LeCerial,engage fed mode,252070848800882688,916095580793610301,2021-12-02 22:36:46.694,870997447374176267
LeCerial,engage fed mode,252070848800882688,916093914392440902,2021-12-02 22:30:09.393,870997447374176267
LeCerial,engage fed mode,252070848800882688,916092862230319154,2021-12-02 22:25:58.538,870997447374176267
LeCerial,Hi villain,252070848800882688,916092129934180362,2021-12-02 22:23:03.945,870997447374176267
LeCerial,engage fed mode,252070848800882688,916092116084621362,2021-12-02 22:23:00.643,870997447374176267
LeCerial,engage fed mode,252070848800882688,916090271480029265,2021-12-02 22:15:40.855,870997447374176267
LeCerial,engage fed mode,252070848800882688,916089408585871421,2021-12-02 22:12:15.125,870997447374176267
LeCerial,engage fed mode,252070848800882688,916087235244335104,2021-12-02 22:03:36.960,870997447374176267
LeCerial,"villain, engage fed mode2",252070848800882688,916086555905523723,2021-12-02 22:00:54.993,870997447374176267
LeCerial,"villain, engage fed mode2",252070848800882688,916086400884027443,2021-12-02 22:00:18.033,870997447374176267
LeCerial,"villain, engage fed mode2",252070848800882688,916085244334071818,2021-12-02 21:55:42.290,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916084029508419675,2021-12-02 21:50:52.653,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916083093847293972,2021-12-02 21:47:09.574,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916082931292856400,2021-12-02 21:46:30.818,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916081227621093406,2021-12-02 21:39:44.631,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916080879841996801,2021-12-02 21:38:21.714,870997447374176267
LeCerial,"villain, engage fed mode",252070848800882688,916080201434267678,2021-12-02 21:35:39.969,870997447374176267
LeCerial,Hello,252070848800882688,916072416885739601,2021-12-02 21:04:43.988,870997447374176267
Truxa,fuck off and then come back,190897913314934784,914137125937639444,2021-11-27 12:54:34.670,870997447374176267
LeCerial,"Villain, please stay away",252070848800882688,914134753421193306,2021-11-27 12:45:09.018,870997447374176267
Truxa,abe,190897913314934784,914134184686125076,2021-11-27 12:42:53.421,870997447374176267
filetES,Abe,211105566062280705,913878566725353472,2021-11-26 19:47:09.350,870997447374176267
LeCerial,Abe,252070848800882688,913878052327550996,2021-11-26 19:45:06.708,870997447374176267
filetES,Abe,211105566062280705,913874857521979442,2021-11-26 19:32:25.007,870997447374176267
LeCerial,dickhead,252070848800882688,913874586448322582,2021-11-26 19:31:20.378,870997447374176267
LeCerial,Dichead,252070848800882688,913874564285599784,2021-11-26 19:31:15.094,870997447374176267
LeCerial,fuck off bot,252070848800882688,913503834398158919,2021-11-25 18:58:06.201,870997447374176267
LeCerial,fuck off bot,252070848800882688,913502898867044442,2021-11-25 18:54:23.153,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913502747486191617,2021-11-25 18:53:47.061,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913500835680510013,2021-11-25 18:46:11.251,870997447374176267
LeCerial,calculate 🔥🤝😈,252070848800882688,913500722803396658,2021-11-25 18:45:44.339,870997447374176267
LeCerial,fuck off bot,252070848800882688,913499742024118312,2021-11-25 18:41:50.503,870997447374176267
LeCerial,fuck off bot,252070848800882688,913499404059701248,2021-11-25 18:40:29.926,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913498918069887086,2021-11-25 18:38:34.057,870997447374176267
LeCerial,fuck off bot,252070848800882688,913498686053572658,2021-11-25 18:37:38.740,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913498498647871498,2021-11-25 18:36:54.059,870997447374176267
LeCerial,fuck off bot,252070848800882688,913495884455628900,2021-11-25 18:26:30.787,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913495563440357497,2021-11-25 18:25:14.251,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913495389737467914,2021-11-25 18:24:32.837,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913494698813947964,2021-11-25 18:21:48.108,870997447374176267
LeCerial,fuck off bot then come back,252070848800882688,913491802684813413,2021-11-25 18:10:17.617,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913491649798242384,2021-11-25 18:09:41.166,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913491648653180998,2021-11-25 18:09:40.893,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913491647189373029,2021-11-25 18:09:40.544,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913491641887760434,2021-11-25 18:09:39.280,870997447374176267
LeCerial,vtrigger,252070848800882688,913489809652199475,2021-11-25 18:02:22.441,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489641297022976,2021-11-25 18:01:42.302,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489639195684886,2021-11-25 18:01:41.801,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489637287264377,2021-11-25 18:01:41.346,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489636263886888,2021-11-25 18:01:41.102,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489457418764311,2021-11-25 18:00:58.462,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489456433102859,2021-11-25 18:00:58.227,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489454776336384,2021-11-25 18:00:57.832,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489453115392052,2021-11-25 18:00:57.436,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489451299274783,2021-11-25 18:00:57.003,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489397796724796,2021-11-25 18:00:44.247,870997447374176267
LeCerial,Villain <@!377110529585709066>,252070848800882688,913489003351769201,2021-11-25 17:59:10.204,870997447374176267
LeCerial,vtrigger,252070848800882688,913488624333516830,2021-11-25 17:57:39.839,870997447374176267
LeCerial,vtrigger,252070848800882688,913488506276446228,2021-11-25 17:57:11.692,870997447374176267
LeCerial,vtrigger,252070848800882688,913488502551871560,2021-11-25 17:57:10.804,870997447374176267
LeCerial,vtrigger,252070848800882688,913488501121646634,2021-11-25 17:57:10.463,870997447374176267
LeCerial,vtrigger,252070848800882688,913488500215672833,2021-11-25 17:57:10.247,870997447374176267
LeCerial,vtrigger,252070848800882688,913488499381006346,2021-11-25 17:57:10.048,870997447374176267
LeCerial,vtrigger,252070848800882688,913488488945569843,2021-11-25 17:57:07.560,870997447374176267
LeCerial,vtrigger,252070848800882688,913488485900517497,2021-11-25 17:57:06.834,870997447374176267
LeCerial,vtrigger,252070848800882688,913488481701998592,2021-11-25 17:57:05.833,870997447374176267
LeCerial,vtriggervtrigger,252070848800882688,913488472151572501,2021-11-25 17:57:03.556,870997447374176267
LeCerial,vtrigger,252070848800882688,913488461804224542,2021-11-25 17:57:01.089,870997447374176267
LeCerial,vtrigger,252070848800882688,913488460520783883,2021-11-25 17:57:00.783,870997447374176267
LeCerial,vtrigger,252070848800882688,913488459669328024,2021-11-25 17:57:00.580,870997447374176267
LeCerial,vtrigger,252070848800882688,913488458620735569,2021-11-25 17:57:00.330,870997447374176267
LeCerial,vtrigger,252070848800882688,913488457760911401,2021-11-25 17:57:00.125,870997447374176267
LeCerial,vtrigger,252070848800882688,913488456632651798,2021-11-25 17:56:59.856,870997447374176267
LeCerial,vtrigger,252070848800882688,913488435166208071,2021-11-25 17:56:54.738,870997447374176267
LeCerial,vtrigger,252070848800882688,913488433014530129,2021-11-25 17:56:54.225,870997447374176267
LeCerial,vtrigger,252070848800882688,913488430514712586,2021-11-25 17:56:53.629,870997447374176267
LeCerial,vtrigger,252070848800882688,913488428304314438,2021-11-25 17:56:53.102,870997447374176267
LeCerial,vtrigger,252070848800882688,913488425708040284,2021-11-25 17:56:52.483,870997447374176267
LeCerial,vtrigger,252070848800882688,913488423636074517,2021-11-25 17:56:51.989,870997447374176267
LeCerial,vtrigger,252070848800882688,913488421278851144,2021-11-25 17:56:51.427,870997447374176267
LeCerial,vtrigger,252070848800882688,913488418837790731,2021-11-25 17:56:50.845,870997447374176267
LeCerial,vtrigger,252070848800882688,913488416442835034,2021-11-25 17:56:50.274,870997447374176267
LeCerial,vtrigger,252070848800882688,913488414110797894,2021-11-25 17:56:49.718,870997447374176267
LeCerial,vtrigger,252070848800882688,913488411413872660,2021-11-25 17:56:49.075,870997447374176267
LeCerial,vtrigger,252070848800882688,913488408955981865,2021-11-25 17:56:48.489,870997447374176267
LeCerial,vtrigger,252070848800882688,913488406535868436,2021-11-25 17:56:47.912,870997447374176267
LeCerial,vtrigger,252070848800882688,913488398969364481,2021-11-25 17:56:46.108,870997447374176267
LeCerial,vtrigger,252070848800882688,913488395068665907,2021-11-25 17:56:45.178,870997447374176267
LeCerial,vtrigger,252070848800882688,913488390836600833,2021-11-25 17:56:44.169,870997447374176267
LeCerial,vtrigger,252070848800882688,913488382330552340,2021-11-25 17:56:42.141,870997447374176267
LeCerial,vtrigger,252070848800882688,913488377528082553,2021-11-25 17:56:40.996,870997447374176267
LeCerial,vtrigger,252070848800882688,913488371500851201,2021-11-25 17:56:39.559,870997447374176267
LeCerial,vtrigger,252070848800882688,913488363338735647,2021-11-25 17:56:37.613,870997447374176267
LeCerial,vtrigger,252070848800882688,913488358137823242,2021-11-25 17:56:36.373,870997447374176267
LeCerial,vtrigger,252070848800882688,913488353905758279,2021-11-25 17:56:35.364,870997447374176267
LeCerial,vtrigger,252070848800882688,913488344644726825,2021-11-25 17:56:33.156,870997447374176267
LeCerial,vtrigger,252070848800882688,913488334179930113,2021-11-25 17:56:30.661,870997447374176267
LeCerial,vtrigger,252070848800882688,913488333634691092,2021-11-25 17:56:30.531,870997447374176267
LeCerial,vtrigger,252070848800882688,913488332237967371,2021-11-25 17:56:30.198,870997447374176267
LeCerial,vtrigger,252070848800882688,913488331428462602,2021-11-25 17:56:30.005,870997447374176267
LeCerial,vtrigger,252070848800882688,913488330350559242,2021-11-25 17:56:29.748,870997447374176267
LeCerial,vtrigger,252070848800882688,913488329088049213,2021-11-25 17:56:29.447,870997447374176267
LeCerial,vtrigger,252070848800882688,913488301275627580,2021-11-25 17:56:22.816,870997447374176267
LeCerial,vtriggervtriggervtrigger,252070848800882688,913488298461241415,2021-11-25 17:56:22.145,870997447374176267
LeCerial,vtrigger,252070848800882688,913488293285490708,2021-11-25 17:56:20.911,870997447374176267
LeCerial,vtrigger,252070848800882688,913488292358520852,2021-11-25 17:56:20.690,870997447374176267
LeCerial,vtrigger,252070848800882688,913488291398058044,2021-11-25 17:56:20.461,870997447374176267
LeCerial,vtrigger,252070848800882688,913488289862942721,2021-11-25 17:56:20.095,870997447374176267
LeCerial,vtrigger,252070848800882688,913488289124728872,2021-11-25 17:56:19.919,870997447374176267
LeCerial,vtrigger,252070848800882688,913488288218759178,2021-11-25 17:56:19.703,870997447374176267
LeCerial,vtrigger,252070848800882688,913488286981455964,2021-11-25 17:56:19.408,870997447374176267
LeCerial,vtrigger,252070848800882688,913488286427779082,2021-11-25 17:56:19.276,870997447374176267
LeCerial,vtrigger,252070848800882688,913488278882226206,2021-11-25 17:56:17.477,870997447374176267
LeCerial,vtrigger,252070848800882688,913488277032558653,2021-11-25 17:56:17.036,870997447374176267
LeCerial,vtrigger,252070848800882688,913488274520170616,2021-11-25 17:56:16.437,870997447374176267
LeCerial,vtriggervtriggervtriggervtriggervtrigger,252070848800882688,913488272041332737,2021-11-25 17:56:15.846,870997447374176267
LeCerial,vtrigger,252070848800882688,913488265556918333,2021-11-25 17:56:14.300,870997447374176267
LeCerial,vtrigger,252070848800882688,913488260678963281,2021-11-25 17:56:13.137,870997447374176267
LeCerial,vtrigger,252070848800882688,913488257554210837,2021-11-25 17:56:12.392,870997447374176267
LeCerial,vtrigger,252070848800882688,913488253431210085,2021-11-25 17:56:11.409,870997447374176267
LeCerial,vtrigger,252070848800882688,913488247684993104,2021-11-25 17:56:10.039,870997447374176267
LeCerial,vtrigger,252070848800882688,913488243700400148,2021-11-25 17:56:09.089,870997447374176267
LeCerial,vtrigger,252070848800882688,913488239107637319,2021-11-25 17:56:07.994,870997447374176267
LeCerial,vtrigger,252070848800882688,913488234993029200,2021-11-25 17:56:07.013,870997447374176267
LeCerial,vtrigger,252070848800882688,913488230626762803,2021-11-25 17:56:05.972,870997447374176267
LeCerial,vtrigger,252070848800882688,913488226818342973,2021-11-25 17:56:05.064,870997447374176267
LeCerial,vtrigger,252070848800882688,913488222003269663,2021-11-25 17:56:03.916,870997447374176267
LeCerial,vtrigger,252070848800882688,913488216504561774,2021-11-25 17:56:02.605,870997447374176267
LeCerial,vtrigger,252070848800882688,913488212666744872,2021-11-25 17:56:01.690,870997447374176267
LeCerial,vtrigger,252070848800882688,913488208715739186,2021-11-25 17:56:00.748,870997447374176267
LeCerial,vtrigger,252070848800882688,913488204240416779,2021-11-25 17:55:59.681,870997447374176267
LeCerial,vtrigger,252070848800882688,913488199966408734,2021-11-25 17:55:58.662,870997447374176267
LeCerial,vtrigger,252070848800882688,913488195415605368,2021-11-25 17:55:57.577,870997447374176267
LeCerial,vtrigger,252070848800882688,913488190508253304,2021-11-25 17:55:56.407,870997447374176267
LeCerial,vtrigger,252070848800882688,913488185894522881,2021-11-25 17:55:55.307,870997447374176267
LeCerial,vtrigger,252070848800882688,913488182052548619,2021-11-25 17:55:54.391,870997447374176267
LeCerial,vtrigger,252070848800882688,913488178197983273,2021-11-25 17:55:53.472,870997447374176267
LeCerial,vtrigger,252070848800882688,913488171717754930,2021-11-25 17:55:51.927,870997447374176267
LeCerial,vtrigger,252070848800882688,913488168140025856,2021-11-25 17:55:51.074,870997447374176267
LeCerial,vtrigger,252070848800882688,913488164088340570,2021-11-25 17:55:50.108,870997447374176267
LeCerial,vtrigger,252070848800882688,913488160070185011,2021-11-25 17:55:49.150,870997447374176267
LeCerial,vtrigger,252070848800882688,913488156265955338,2021-11-25 17:55:48.243,870997447374176267
LeCerial,vtrigger,252070848800882688,913488150704300072,2021-11-25 17:55:46.917,870997447374176267
LeCerial,vtrigger,252070848800882688,913488147034308639,2021-11-25 17:55:46.042,870997447374176267
LeCerial,vtrigger,252070848800882688,913488142860947496,2021-11-25 17:55:45.047,870997447374176267
LeCerial,vtrigger,252070848800882688,913488138507284571,2021-11-25 17:55:44.009,870997447374176267
LeCerial,vtrigger,252070848800882688,913488134367485952,2021-11-25 17:55:43.022,870997447374176267
LeCerial,vtrigger,252070848800882688,913488130391298098,2021-11-25 17:55:42.074,870997447374176267
LeCerial,vtrigger,252070848800882688,913488125240676372,2021-11-25 17:55:40.846,870997447374176267
LeCerial,vtrigger,252070848800882688,913488119989420062,2021-11-25 17:55:39.594,870997447374176267
LeCerial,vtrigger,252070848800882688,913488115853824112,2021-11-25 17:55:38.608,870997447374176267
LeCerial,vtrigger,252070848800882688,913488111927975946,2021-11-25 17:55:37.672,870997447374176267
LeCerial,vtrigger,252070848800882688,913488106412470362,2021-11-25 17:55:36.357,870997447374176267
LeCerial,vtrigger,252070848800882688,913488100028735559,2021-11-25 17:55:34.835,870997447374176267
LeCerial,vtrigger,252070848800882688,913488088225968160,2021-11-25 17:55:32.021,870997447374176267
LeCerial,vtrigger,252070848800882688,913488084232962048,2021-11-25 17:55:31.069,870997447374176267
LeCerial,vtrigger,252070848800882688,913488078549696572,2021-11-25 17:55:29.714,870997447374176267
LeCerial,vtrigger,252070848800882688,913488073378103376,2021-11-25 17:55:28.481,870997447374176267
LeCerial,vtrigger,252070848800882688,913488068101672971,2021-11-25 17:55:27.223,870997447374176267
LeCerial,vtrigger,252070848800882688,913488062435180564,2021-11-25 17:55:25.872,870997447374176267
LeCerial,vtrigger,252070848800882688,913488057842409502,2021-11-25 17:55:24.777,870997447374176267
LeCerial,vtrigger,252070848800882688,913488036724088932,2021-11-25 17:55:19.742,870997447374176267
LeCerial,vtrigger,252070848800882688,913488025466572831,2021-11-25 17:55:17.058,870997447374176267
LeCerial,vtrigger,252070848800882688,913488008529973330,2021-11-25 17:55:13.020,870997447374176267
LeCerial,vtrigger,252070848800882688,913487979333423144,2021-11-25 17:55:06.059,870997447374176267
LeCerial,vtrigger,252070848800882688,913487783782400041,2021-11-25 17:54:19.436,870997447374176267
LeCerial,vtrigger,252070848800882688,913487346098397204,2021-11-25 17:52:35.084,870997447374176267
LeCerial,vtrigger,252070848800882688,913487180184293406,2021-11-25 17:51:55.527,870997447374176267
LeCerial,calculate guild_members,252070848800882688,913472543569096745,2021-11-25 16:53:45.886,870997447374176267
LeCerial,calculate [len(guild_members[i]) for i in range(len(guild_members))],252070848800882688,913472494999060500,2021-11-25 16:53:34.306,870997447374176267
LeCerial,calculate len(client.get_guild(565951111589265430).members),252070848800882688,913463109962829916,2021-11-25 16:16:16.739,870997447374176267
LeCerial,calculate client.get_guild(565951111589265430).members,252070848800882688,913463038051491861,2021-11-25 16:15:59.594,870997447374176267
LeCerial,"Villain, engage fed mode",252070848800882688,913455633360121876,2021-11-25 15:46:34.178,870997447374176267
LeCerial,"villaing, engage fed mode",252070848800882688,913455543086092389,2021-11-25 15:46:12.655,870997447374176267
LeCerial,vtrigger,252070848800882688,913450941758451743,2021-11-25 15:27:55.613,870997447374176267
LeCerial,vtrigger,252070848800882688,913450940596625478,2021-11-25 15:27:55.336,870997447374176267
LeCerial,vtrigger,252070848800882688,913450939686481920,2021-11-25 15:27:55.119,870997447374176267
LeCerial,vtrigger,252070848800882688,913450938516262933,2021-11-25 15:27:54.840,870997447374176267
LeCerial,vtriggervtriggervtriggervtrigger,252070848800882688,913450937874542642,2021-11-25 15:27:54.687,870997447374176267
LeCerial,vtrigger,252070848800882688,913450936788217917,2021-11-25 15:27:54.428,870997447374176267
LeCerial,vtrigger,252070848800882688,913450935999692811,2021-11-25 15:27:54.240,870997447374176267
LeCerial,vtrigger,252070848800882688,913450934858809425,2021-11-25 15:27:53.968,870997447374176267
LeCerial,vtriggervtriggervtrigger,252070848800882688,913450933919289384,2021-11-25 15:27:53.744,870997447374176267
LeCerial,vtrigger,252070848800882688,913450928185700353,2021-11-25 15:27:52.377,870997447374176267
LeCerial,vtrigger,252070848800882688,913450924628901908,2021-11-25 15:27:51.529,870997447374176267
LeCerial,vtrigger,252070848800882688,913450919423770634,2021-11-25 15:27:50.288,870997447374176267
LeCerial,vtrigger,252070848800882688,913450915778928680,2021-11-25 15:27:49.419,870997447374176267
LeCerial,vtrigger,252070848800882688,913450912469643304,2021-11-25 15:27:48.630,870997447374176267
LeCerial,vtrigger,252070848800882688,913450908451483658,2021-11-25 15:27:47.672,870997447374176267
LeCerial,vtrigger,252070848800882688,913450904097783811,2021-11-25 15:27:46.634,870997447374176267
LeCerial,vtrigger,252070848800882688,913450900582965368,2021-11-25 15:27:45.796,870997447374176267
LeCerial,vtrigger,252070848800882688,913450896988459038,2021-11-25 15:27:44.939,870997447374176267
LeCerial,vtrigger,252070848800882688,913450891028336682,2021-11-25 15:27:43.518,870997447374176267
